lab_subject_id,lab_trial_id,trial_num,condition,experiment_num,aoi_region_id,dataset_id,distractor_image,distractor_label,full_phrase,point_of_disambiguation,target_image,target_label,target_side,distractor_id,target_id,trial_id
lmu_adult22,FAM_LR2_1280x960.avi,2,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,195
lmu_adult22,FAM_RL1_1280x960.avi,8,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,196
lmu_adult22,FAM_RL2_1280x960.avi,6,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,197
lmu_adult22,FAM_RR1_1280x960.avi,4,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,198
lmu_adult22,FAM_RR2_1280x960.avi,3,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,199
lmu_adult23,FAM_LL1_1280x960.avi,8,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,200
lmu_adult23,FAM_LL2_1280x960.avi,4,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,201
lmu_adult23,FAM_LR1_1280x960.avi,2,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,202
lmu_adult23,FAM_LR2_1280x960.avi,7,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,203
lmu_adult23,FAM_RL1_1280x960.avi,1,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,204
lmu_adult23,FAM_RL2_1280x960.avi,3,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,205
lmu_adult23,FAM_RR1_1280x960.avi,5,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,206
lmu_adult23,FAM_RR2_1280x960.avi,6,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,207
lmu_adult24,FAM_LL1_1280x960.avi,8,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,208
lmu_adult24,FAM_LL2_1280x960.avi,4,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,209
lmu_adult24,FAM_LR1_1280x960.avi,2,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,210
lmu_adult24,FAM_LR2_1280x960.avi,7,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,211
lmu_adult24,FAM_RL1_1280x960.avi,1,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,212
lmu_adult24,FAM_RL2_1280x960.avi,3,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,213
lmu_adult24,FAM_RR1_1280x960.avi,5,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,214
lmu_adult24,FAM_RR2_1280x960.avi,6,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,215
lmu_adult25,FAM_LL1_1280x960.avi,1,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,216
lmu_adult25,FAM_LL2_1280x960.avi,5,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,217
lmu_adult25,FAM_LR1_1280x960.avi,7,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,218
lmu_adult25,FAM_LR2_1280x960.avi,2,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,219
lmu_adult25,FAM_RL1_1280x960.avi,8,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,220
lmu_adult25,FAM_RL2_1280x960.avi,6,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,221
lmu_adult25,FAM_RR1_1280x960.avi,4,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,222
lmu_adult25,FAM_RR2_1280x960.avi,3,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,223
lmu_adult26,FAM_LL1_1280x960.avi,1,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,224
lmu_adult26,FAM_LL2_1280x960.avi,5,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,225
lmu_adult26,FAM_LR1_1280x960.avi,7,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,226
lmu_adult26,FAM_LR2_1280x960.avi,2,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,227
lmu_adult26,FAM_RL1_1280x960.avi,8,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,228
lmu_adult26,FAM_RL2_1280x960.avi,6,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,229
lmu_adult26,FAM_RR1_1280x960.avi,4,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,230
lmu_adult26,FAM_RR2_1280x960.avi,3,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,231
lmu_adult30,FAM_LL1_1280x960.avi,1,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,232
lmu_adult30,FAM_LL2_1280x960.avi,5,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,233
lmu_adult30,FAM_LR1_1280x960.avi,7,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,234
lmu_adult30,FAM_LR2_1280x960.avi,2,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,235
lmu_adult30,FAM_RL1_1280x960.avi,8,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,236
lmu_adult30,FAM_RL2_1280x960.avi,6,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,237
lmu_adult30,FAM_RR1_1280x960.avi,4,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,238
lmu_adult30,FAM_RR2_1280x960.avi,3,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,239
lmu_adult31,FAM_LL1_1280x960.avi,1,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,240
lmu_adult31,FAM_LL2_1280x960.avi,5,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,241
lmu_adult31,FAM_LR1_1280x960.avi,7,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,242
lmu_adult31,FAM_LR2_1280x960.avi,2,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,243
lmu_adult31,FAM_RL1_1280x960.avi,8,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,244
lmu_adult31,FAM_RL2_1280x960.avi,6,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,245
lmu_adult31,FAM_RR1_1280x960.avi,4,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,246
lmu_adult31,FAM_RR2_1280x960.avi,3,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,247
lmu_adult32,FAM_LL1_1280x960.avi,1,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,248
lmu_adult32,FAM_LL2_1280x960.avi,5,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,249
lmu_adult32,FAM_LR1_1280x960.avi,7,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,250
lmu_adult32,FAM_LR2_1280x960.avi,2,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,251
lmu_adult32,FAM_RL1_1280x960.avi,8,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,252
lmu_adult32,FAM_RL2_1280x960.avi,6,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,253
lmu_adult32,FAM_RR1_1280x960.avi,4,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,254
lmu_adult32,FAM_RR2_1280x960.avi,3,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,255
lmu_adult33,FAM_LL1_1280x960.avi,8,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,256
lmu_adult33,FAM_LL2_1280x960.avi,4,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,257
lmu_adult33,FAM_LR1_1280x960.avi,2,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,258
lmu_adult33,FAM_LR2_1280x960.avi,7,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,259
lmu_adult33,FAM_RL1_1280x960.avi,1,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,260
lmu_adult33,FAM_RL2_1280x960.avi,3,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,261
lmu_adult33,FAM_RR1_1280x960.avi,5,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,262
lmu_adult33,FAM_RR2_1280x960.avi,6,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,263
lmu_adults34,FAM_LL1_1280x960.avi,8,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,264
lmu_adults34,FAM_LL2_1280x960.avi,4,LL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,265
lmu_adults34,FAM_LR1_1280x960.avi,2,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,266
lmu_adults34,FAM_LR2_1280x960.avi,7,LR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,267
lmu_adults34,FAM_RL1_1280x960.avi,1,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,268
lmu_adults34,FAM_RL2_1280x960.avi,3,RL,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,left,0,0,269
lmu_adults34,FAM_RR1_1280x960.avi,5,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,270
lmu_adults34,FAM_RR2_1280x960.avi,6,RR,pilot_1a_adult,0,13,distractor,distractor,NA,31130,target,target,right,0,0,271
