aoi_region_id,l_x_max,l_x_min,l_y_max,l_y_min,r_x_max,r_x_min,r_y_max,r_y_min,w_x_max,w_x_min,w_y_max,w_y_min,lb_x_max,lb_x_min,lb_y_max,lb_y_min,rb_x_max,rb_x_min,rb_y_max,rb_y_min,lbig_x_max,lbig_x_min,lbig_y_max,lbig_y_min,rbig_x_max,rbig_x_min,rbig_y_max,rbig_y_min
0,482.66666666666663,236.26666666666665,865.28,572.8711111111111,1043.7333333333333,797.3333333333334,865.28,572.8711111111111,715,565,512,352,294.40000000000003,38.4,942.08,634.88,985.5999999999999,1241.6,942.08,634.88,560,0,1024,576,1280,720,1024,576
