aoi_region_id,l_x_max,l_x_min,l_y_max,l_y_min,r_x_max,r_x_min,r_y_max,r_y_min,w_x_max,w_x_min,w_y_max,w_y_min,lb_x_max,lb_x_min,lb_y_max,lb_y_min,rb_x_max,rb_x_min,rb_y_max,rb_y_min,lbig_x_max,lbig_x_min,lbig_y_max,lbig_y_min,rbig_x_max,rbig_x_min,rbig_y_max,rbig_y_min
0,802.6666666666666,556.2666666666667,871.1999999999999,597.0666666666666,1363.7333333333333,1117.3333333333335,871.1999999999999,597.0666666666666,1035,885,540,390,614.4000000000001,358.4,943.2,655.2,1305.6,1561.6,943.2,655.2,880,320,1020,600,1600,1040,1020,600
