participant_lab_id,lab_id,participant_id,age_cohort,participant_gender,age_years,age_years_n,age_days,age_days_num,age_mo,age_exclusion
cclUNIRI_ccluniri_017-adults,cclUNIRI,ccluniri_017-adults,adults,woman,30,30,NA,NA,NA,no
cclUNIRI_ccluniri_018-adults,cclUNIRI,ccluniri_018-adults,adults,woman,22,22,NA,NA,NA,no
cclUNIRI_ccluniri_019-adults,cclUNIRI,ccluniri_019-adults,adults,man,53,53,NA,NA,NA,no
cclUNIRI_ccluniri_020-adults,cclUNIRI,ccluniri_020-adults,adults,man,32,32,NA,NA,NA,no
cclUNIRI_ccluniri_021-adults,cclUNIRI,ccluniri_021-adults,adults,man,22,22,NA,NA,NA,no
cclUNIRI_ccluniri_022-adults,cclUNIRI,ccluniri_022-adults,adults,man,22,22,NA,NA,NA,no
cclUNIRI_ccluniri_023-adults,cclUNIRI,ccluniri_023-adults,adults,woman,22,22,NA,NA,NA,no
cclUNIRI_ccluniri_024-adults,cclUNIRI,ccluniri_024-adults,adults,woman,55,55,NA,NA,NA,no
cclUNIRI_ccluniri_025-adults,cclUNIRI,ccluniri_025-adults,adults,man,23,23,NA,NA,NA,no
cclUNIRI_ccluniri_026-adults,cclUNIRI,ccluniri_026-adults,adults,man,23,23,NA,NA,NA,no
cclUNIRI_ccluniri_027-adults,cclUNIRI,ccluniri_027-adults,adults,man,29,29,NA,NA,NA,no
cclUNIRI_ccluniri_028-adults,cclUNIRI,ccluniri_028-adults,adults,woman,24,24,NA,NA,NA,no
cclUNIRI_ccluniri_029-adults,cclUNIRI,ccluniri_029-adults,adults,man,25,25,NA,NA,NA,no
cclUNIRI_ccluniri_030-adults,cclUNIRI,ccluniri_030-adults,adults,woman,24,24,NA,NA,NA,no
cclUNIRI_ccluniri_031-adults,cclUNIRI,ccluniri_031-adults,adults,man,25,25,NA,NA,NA,no
cclUNIRI_ccluniri_032-adults,cclUNIRI,ccluniri_032-adults,adults,woman,43,43,NA,NA,NA,no
cecBYU_cecBYU_033-toddlers,cecBYU,cecBYU_033-toddlers,toddlers,girl,NA,NA,777,777,25.527720739219717,no
cecBYU_cecBYU_034-toddlers,cecBYU,cecBYU_034-toddlers,toddlers,boy,NA,NA,746,746,24.50924024640657,no
cecBYU_cecBYU_035-toddlers,cecBYU,cecBYU_035-toddlers,toddlers,boy,NA,NA,622,622,20.435318275154003,no
cecBYU_cecBYU_036-toddlers,cecBYU,cecBYU_036-toddlers,toddlers,girl,NA,NA,740,740,24.31211498973306,no
cecBYU_cecBYU_037-toddlers,cecBYU,cecBYU_037-toddlers,toddlers,boy,NA,NA,673,673,22.11088295687885,no
cecBYU_cecBYU_038-toddlers,cecBYU,cecBYU_038-toddlers,toddlers,boy,NA,NA,732,732,24.049281314168375,no
cecBYU_cecBYU_039-toddlers,cecBYU,cecBYU_039-toddlers,toddlers,boy,NA,NA,598,598,19.64681724845996,no
cecBYU_cecBYU_040-toddlers,cecBYU,cecBYU_040-toddlers,toddlers,girl,NA,NA,600,600,19.71252566735113,no
cecBYU_cecBYU_041-toddlers,cecBYU,cecBYU_041-toddlers,toddlers,boy,NA,NA,619,619,20.33675564681725,no
cecBYU_cecBYU_042-toddlers,cecBYU,cecBYU_042-toddlers,toddlers,boy,NA,NA,679,679,22.308008213552363,no
cecBYU_cecBYU_043-toddlers,cecBYU,cecBYU_043-toddlers,toddlers,girl,NA,NA,612,612,20.10677618069815,no
cecBYU_cecBYU_044-toddlers,cecBYU,cecBYU_044-toddlers,toddlers,boy,NA,NA,672,672,22.078028747433265,no
cecBYU_cecBYU_045-toddlers,cecBYU,cecBYU_045-toddlers,toddlers,boy,NA,NA,679,679,22.308008213552363,no
cecBYU_cecBYU_046-toddlers,cecBYU,cecBYU_046-toddlers,toddlers,girl,NA,NA,646,646,21.22381930184805,no
cecBYU_cecBYU_047-toddlers,cecBYU,cecBYU_047-toddlers,toddlers,boy,NA,NA,745,745,24.476386036960985,no
cecBYU_cecBYU_048-toddlers,cecBYU,cecBYU_048-toddlers,toddlers,boy,NA,NA,775,775,25.46201232032854,no
childdevlabAshoka_33A-adults,childdevlabAshoka,33A-adults,adults,man,27,27,NA,NA,NA,no
childdevlabAshoka_34B-adults,childdevlabAshoka,34B-adults,adults,woman,27,27,NA,NA,NA,no
childdevlabAshoka_35B-adults,childdevlabAshoka,35B-adults,adults,woman,40,40,NA,NA,NA,no
childdevlabAshoka_36A-adults,childdevlabAshoka,36A-adults,adults,man,20,20,NA,NA,NA,no
childdevlabAshoka_37B-adults,childdevlabAshoka,37B-adults,adults,woman,41,41,NA,NA,NA,no
childdevlabAshoka_A38-adults,childdevlabAshoka,A38-adults,adults,man,26,26,NA,NA,NA,no
childdevlabAshoka_39A-adults,childdevlabAshoka,39A-adults,adults,man,32,32,NA,NA,NA,no
childdevlabAshoka_40B-adults,childdevlabAshoka,40B-adults,adults,man,21,21,NA,NA,NA,no
childdevlabAshoka_41A-adults,childdevlabAshoka,41A-adults,adults,woman,27,27,NA,NA,NA,no
childdevlabAshoka_42B-adults,childdevlabAshoka,42B-adults,adults,man,30,30,NA,NA,NA,no
childdevlabAshoka_43B-adults,childdevlabAshoka,43B-adults,adults,woman,35,35,NA,NA,NA,no
childdevlabAshoka_44A-adults,childdevlabAshoka,44A-adults,adults,woman,54,54,NA,NA,NA,no
childdevlabAshoka_45B-adults,childdevlabAshoka,45B-adults,adults,man,37,37,NA,NA,NA,no
childdevlabAshoka_46A-adults,childdevlabAshoka,46A-adults,adults,woman,19,19,NA,NA,NA,no
childdevlabAshoka_47A-adults,childdevlabAshoka,47A-adults,adults,woman,21,21,NA,NA,NA,no
childdevlabAshoka_48B-adults,childdevlabAshoka,48B-adults,adults,man,37,37,NA,NA,NA,no
childdevlabAshoka_49A-toddlers,childdevlabAshoka,49A-toddlers,toddlers,boy,NA,NA,817,817,26.841889117043124,no
childdevlabAshoka_50B-toddlers,childdevlabAshoka,50B-toddlers,toddlers,girl,NA,NA,600,600,19.71252566735113,no
childdevlabAshoka_51B-toddlers,childdevlabAshoka,51B-toddlers,toddlers,girl,NA,NA,777,777,25.527720739219717,no
childdevlabAshoka_53B-toddlers,childdevlabAshoka,53B-toddlers,toddlers,girl,NA,NA,794,794,26.086242299794662,no
childdevlabAshoka_54A-toddlers,childdevlabAshoka,54A-toddlers,toddlers,boy,NA,NA,700,700,22.99794661190965,no
childdevlabAshoka_56A-toddlers,childdevlabAshoka,56A-toddlers,toddlers,girl,NA,NA,603,603,19.811088295687885,no
childdevlabAshoka_58B-toddlers,childdevlabAshoka,58B-toddlers,toddlers,girl,NA,NA,692,692,22.73511293634497,no
childdevlabAshoka_59B-toddlers,childdevlabAshoka,59B-toddlers,toddlers,boy,NA,NA,781,781,25.659137577002056,no
childdevlabAshoka_62A-toddlers,childdevlabAshoka,62A-toddlers,toddlers,girl,NA,NA,568,568,18.661190965092402,no
childdevlabAshoka_63A-toddlers,childdevlabAshoka,63A-toddlers,toddlers,boy,NA,NA,560,560,18.39835728952772,no
childdevlabAshoka_64A-toddlers,childdevlabAshoka,64A-toddlers,toddlers,girl,NA,NA,732,732,24.049281314168375,no
CogConcordia_Adult1-adults,CogConcordia,Adult1-adults,adults,woman,23,23,NA,NA,NA,no
CogConcordia_Adult10-adults,CogConcordia,Adult10-adults,adults,woman,21,21,NA,NA,NA,no
CogConcordia_Adult11-adults,CogConcordia,Adult11-adults,adults,woman,20,20,NA,NA,NA,no
CogConcordia_Adult12-adults,CogConcordia,Adult12-adults,adults,woman,27,27,NA,NA,NA,no
CogConcordia_Adult13-adults,CogConcordia,Adult13-adults,adults,man,21,21,NA,NA,NA,no
CogConcordia_Adult14-adults,CogConcordia,Adult14-adults,adults,man,28,28,NA,NA,NA,no
CogConcordia_Adult15-adults,CogConcordia,Adult15-adults,adults,man,20,20,NA,NA,NA,no
CogConcordia_Adult16-adults,CogConcordia,Adult16-adults,adults,woman,21,21,NA,NA,NA,no
CogConcordia_Adult17-adults,CogConcordia,Adult17-adults,adults,man,29,29,NA,NA,NA,no
CogConcordia_Adult18-adults,CogConcordia,Adult18-adults,adults,woman,43,43,NA,NA,NA,no
CogConcordia_Adult19-adults,CogConcordia,Adult19-adults,adults,woman,18,18,NA,NA,NA,no
CogConcordia_Adult2-adults,CogConcordia,Adult2-adults,adults,man,20,20,NA,NA,NA,no
CogConcordia_Adult20-adults,CogConcordia,Adult20-adults,adults,woman,18,18,NA,NA,NA,no
CogConcordia_Adult22-adults,CogConcordia,Adult22-adults,adults,woman,22,22,NA,NA,NA,no
CogConcordia_Adult3-adults,CogConcordia,Adult3-adults,adults,woman,18,18,NA,NA,NA,no
CogConcordia_Adult4-adults,CogConcordia,Adult4-adults,adults,woman,19,19,NA,NA,NA,no
CogConcordia_Adult5-adults,CogConcordia,Adult5-adults,adults,woman,24,24,NA,NA,NA,no
CogConcordia_Adult6-adults,CogConcordia,Adult6-adults,adults,woman,19,19,NA,NA,NA,no
CogConcordia_Adult7-adults,CogConcordia,Adult7-adults,adults,woman,22,22,NA,NA,NA,no
CogConcordia_Adult8-adults,CogConcordia,Adult8-adults,adults,woman,18,18,NA,NA,NA,no
CogConcordia_Adult9-adults,CogConcordia,Adult9-adults,adults,woman,26,26,NA,NA,NA,no
CogConcordia_Child01-toddlers,CogConcordia,Child01-toddlers,toddlers,boy,NA,NA,745,745,24.476386036960985,no
CogConcordia_Child07-toddlers,CogConcordia,Child07-toddlers,toddlers,girl,NA,NA,804,804,26.414784394250518,no
CogConcordia_Child09-toddlers,CogConcordia,Child09-toddlers,toddlers,girl,NA,NA,666,666,21.880903490759753,no
CogConcordia_Child10-toddlers,CogConcordia,Child10-toddlers,toddlers,boy,NA,NA,658,658,21.61806981519507,no
CogConcordia_Child11-toddlers,CogConcordia,Child11-toddlers,toddlers,boy,NA,NA,820,820,26.940451745379878,no
CogConcordia_Child12-toddlers,CogConcordia,Child12-toddlers,toddlers,boy,NA,NA,750,750,24.64065708418891,no
CogConcordia_Child13-toddlers,CogConcordia,Child13-toddlers,toddlers,girl,NA,NA,615,615,20.20533880903491,no
CogConcordia_Child14-toddlers,CogConcordia,Child14-toddlers,toddlers,boy,NA,NA,808,808,26.546201232032857,no
CogConcordia_Child18-toddlers,CogConcordia,Child18-toddlers,toddlers,boy,NA,NA,736,736,24.180698151950715,no
CogConcordia_Child21-toddlers,CogConcordia,Child21-toddlers,toddlers,girl,NA,NA,822,822,27.006160164271048,no
CogConcordia_Child22-toddlers,CogConcordia,Child22-toddlers,toddlers,boy,NA,NA,621,621,20.402464065708422,no
CogConcordia_Child23-toddlers,CogConcordia,Child23-toddlers,toddlers,girl,NA,NA,673,673,22.11088295687885,no
CogConcordia_Child26-toddlers,CogConcordia,Child26-toddlers,toddlers,girl,NA,NA,625,625,20.53388090349076,no
CogConcordia_Child27-toddlers,CogConcordia,Child27-toddlers,toddlers,girl,NA,NA,642,642,21.09240246406571,no
CogConcordia_Child28-toddlers,CogConcordia,Child28-toddlers,toddlers,girl,NA,NA,609,609,20.008213552361397,no
collabUIOWA_COLLAB_test_01_11623JAZ-adults,collabUIOWA,COLLAB_test_01_11623JAZ-adults,adults,woman,20,20,NA,NA,NA,no
collabUIOWA_COLLAB_test_02_71123JAZ-adults,collabUIOWA,COLLAB_test_02_71123JAZ-adults,adults,NC,19,19,NA,NA,NA,no
collabUIOWA_COLLAB_test_03_11723JAZ-adults,collabUIOWA,COLLAB_test_03_11723JAZ-adults,adults,woman,19,19,NA,NA,NA,no
collabUIOWA_COLLAB_test_04_11723JAZ-adults,collabUIOWA,COLLAB_test_04_11723JAZ-adults,adults,woman,18,18,NA,NA,NA,no
collabUIOWA_COLLAB_test_05_11723JAZ-adults,collabUIOWA,COLLAB_test_05_11723JAZ-adults,adults,woman,18,18,NA,NA,NA,no
collabUIOWA_COLLAB_test_06_111123JAZ-adults,collabUIOWA,COLLAB_test_06_111123JAZ-adults,adults,man,18,18,NA,NA,NA,no
collabUIOWA_COLLAB_test_07_111123JAZ-adults,collabUIOWA,COLLAB_test_07_111123JAZ-adults,adults,woman,20,20,NA,NA,NA,no
collabUIOWA_COLLAB_test_08_111123JAZ-adults,collabUIOWA,COLLAB_test_08_111123JAZ-adults,adults,woman,19,19,NA,NA,NA,no
collabUIOWA_COLLAB_test_09_111223JAZ-adults,collabUIOWA,COLLAB_test_09_111223JAZ-adults,adults,woman,18,18,NA,NA,NA,no
collabUIOWA_COLLAB_test_10_111223JAZ-adults,collabUIOWA,COLLAB_test_10_111223JAZ-adults,adults,woman,20,20,NA,NA,NA,no
collabUIOWA_COLLAB_test_11_111223JAZ-adults,collabUIOWA,COLLAB_test_11_111223JAZ-adults,adults,woman,20,20,NA,NA,NA,no
collabUIOWA_COLLAB_test_12_111223JAZ-adults,collabUIOWA,COLLAB_test_12_111223JAZ-adults,adults,woman,20,20,NA,NA,NA,no
collabUIOWA_COLLAB_test_13_111223JAZ-adults,collabUIOWA,COLLAB_test_13_111223JAZ-adults,adults,man,20,20,NA,NA,NA,no
collabUIOWA_COLLAB_test_14_111323JAZ-adults,collabUIOWA,COLLAB_test_14_111323JAZ-adults,adults,man,20,20,NA,NA,NA,no
collabUIOWA_COLLAB_test_15_111323JAZ-adults,collabUIOWA,COLLAB_test_15_111323JAZ-adults,adults,NC,19,19,NA,NA,NA,no
collabUIOWA_COLLAB_test_16_111323JAZ-adults,collabUIOWA,COLLAB_test_16_111323JAZ-adults,adults,man,19,19,NA,NA,NA,no
CorbitLab_SFX_101-adults,CorbitLab,SFX_101-adults,adults,woman,20,20,NA,NA,NA,no
CorbitLab_SFX_102-adults,CorbitLab,SFX_102-adults,adults,woman,20,20,NA,NA,NA,no
CorbitLab_SFX_103-adults,CorbitLab,SFX_103-adults,adults,woman,19,19,NA,NA,NA,no
CorbitLab_SFX_104-adults,CorbitLab,SFX_104-adults,adults,woman,20,20,NA,NA,NA,no
CorbitLab_SFX_105-adults,CorbitLab,SFX_105-adults,adults,woman,21,21,NA,NA,NA,no
CorbitLab_SFX_106-adults,CorbitLab,SFX_106-adults,adults,woman,22,22,NA,NA,NA,no
CorbitLab_SFX_107-adults,CorbitLab,SFX_107-adults,adults,woman,19,19,NA,NA,NA,no
CorbitLab_SFX_108-adults,CorbitLab,SFX_108-adults,adults,man,19,19,NA,NA,NA,no
CorbitLab_SFX_109-adults,CorbitLab,SFX_109-adults,adults,woman,19,19,NA,NA,NA,no
CorbitLab_SFX_110-adults,CorbitLab,SFX_110-adults,adults,woman,21,21,NA,NA,NA,no
CorbitLab_SFX_111-adults,CorbitLab,SFX_111-adults,adults,woman,21,21,NA,NA,NA,no
CorbitLab_SFX_112-adults,CorbitLab,SFX_112-adults,adults,woman,20,20,NA,NA,NA,no
CorbitLab_SFX_113-adults,CorbitLab,SFX_113-adults,adults,woman,19,19,NA,NA,NA,no
CorbitLab_SFX_114-adults,CorbitLab,SFX_114-adults,adults,woman,19,19,NA,NA,NA,no
CorbitLab_SFX_115-adults,CorbitLab,SFX_115-adults,adults,woman,19,19,NA,NA,NA,no
CorbitLab_SFX_116-adults,CorbitLab,SFX_116-adults,adults,woman,20,20,NA,NA,NA,no
CorbitLab_SFX_001-toddlers,CorbitLab,SFX_001-toddlers,toddlers,boy,NA,NA,410,410,13.470225872689939,yes
CorbitLab_SFX_002-toddlers,CorbitLab,SFX_002-toddlers,toddlers,girl,NA,NA,581,581,19.088295687885008,no
CorbitLab_SFX_003-toddlers,CorbitLab,SFX_003-toddlers,toddlers,boy,NA,NA,567,567,18.628336755646817,no
CorbitLab_SFX_004-toddlers,CorbitLab,SFX_004-toddlers,toddlers,boy,NA,NA,705,705,23.162217659137575,no
CorbitLab_SFX_005-toddlers,CorbitLab,SFX_005-toddlers,toddlers,girl,NA,NA,856,856,28.123203285420942,yes
CorbitLab_SFX_006-toddlers,CorbitLab,SFX_006-toddlers,toddlers,girl,NA,NA,664,664,21.815195071868583,no
CorbitLab_SFX_007-toddlers,CorbitLab,SFX_007-toddlers,toddlers,boy,NA,NA,742,742,24.37782340862423,no
CorbitLab_SFX_008-toddlers,CorbitLab,SFX_008-toddlers,toddlers,girl,NA,NA,798,798,26.217659137577,no
CorbitLab_SFX_009-toddlers,CorbitLab,SFX_009-toddlers,toddlers,boy,NA,NA,736,736,24.180698151950715,no
CorbitLab_SFX_010-toddlers,CorbitLab,SFX_010-toddlers,toddlers,girl,NA,NA,781,781,25.659137577002056,no
CorbitLab_SFX_011-toddlers,CorbitLab,SFX_011-toddlers,toddlers,boy,NA,NA,581,581,19.088295687885008,no
CorbitLab_SFX_012-toddlers,CorbitLab,SFX_012-toddlers,toddlers,boy,NA,NA,785,785,25.790554414784395,no
CorbitLab_SFX_013-toddlers,CorbitLab,SFX_013-toddlers,toddlers,girl,NA,NA,559,559,18.365503080082135,no
DevlabAU_DAU_33-adults,DevlabAU,DAU_33-adults,adults,woman,24,24,NA,NA,NA,no
DevlabAU_DAU_33_2-adults,DevlabAU,DAU_33_2-adults,adults,woman,26,26,NA,NA,NA,no
DevlabAU_DAU_34-adults,DevlabAU,DAU_34-adults,adults,woman,27,27,NA,NA,NA,no
DevlabAU_DAU_34_2-adults,DevlabAU,DAU_34_2-adults,adults,woman,24,24,NA,NA,NA,no
DevlabAU_DAU_35-adults,DevlabAU,DAU_35-adults,adults,woman,25,25,NA,NA,NA,no
DevlabAU_DAU_35_2-adults,DevlabAU,DAU_35_2-adults,adults,woman,23,23,NA,NA,NA,no
DevlabAU_DAU_36-adults,DevlabAU,DAU_36-adults,adults,woman,24,24,NA,NA,NA,no
DevlabAU_DAU_36_2-adults,DevlabAU,DAU_36_2-adults,adults,man,27,27,NA,NA,NA,no
DevlabAU_DAU_37-adults,DevlabAU,DAU_37-adults,adults,man,22,22,NA,NA,NA,no
DevlabAU_DAU_38-adults,DevlabAU,DAU_38-adults,adults,man,30,30,NA,NA,NA,no
DevlabAU_DAU_39-adults,DevlabAU,DAU_39-adults,adults,woman,31,31,NA,NA,NA,no
DevlabAU_DAU_40-adults,DevlabAU,DAU_40-adults,adults,woman,25,25,NA,NA,NA,no
DevlabAU_DAU_41-adults,DevlabAU,DAU_41-adults,adults,man,24,24,NA,NA,NA,no
DevlabAU_DAU_42-adults,DevlabAU,DAU_42-adults,adults,woman,26,26,NA,NA,NA,no
DevlabAU_DAU_43-adults,DevlabAU,DAU_43-adults,adults,man,25,25,NA,NA,NA,no
DevlabAU_DAU_44-adults,DevlabAU,DAU_44-adults,adults,woman,25,25,NA,NA,NA,no
DevlabAU_DAU_45-adults,DevlabAU,DAU_45-adults,adults,woman,23,23,NA,NA,NA,no
DevlabAU_DAU_46-adults,DevlabAU,DAU_46-adults,adults,woman,25,25,NA,NA,NA,no
DevlabAU_DAU_47-adults,DevlabAU,DAU_47-adults,adults,woman,25,25,NA,NA,NA,no
DevlabAU_DAU_48-adults,DevlabAU,DAU_48-adults,adults,woman,22,22,NA,NA,NA,no
DevlabAU_DAU_17-toddlers,DevlabAU,DAU_17-toddlers,toddlers,girl,NA,NA,595,595,19.548254620123203,no
DevlabAU_DAU_17.2-toddlers,DevlabAU,DAU_17.2-toddlers,toddlers,girl,NA,NA,580,580,19.055441478439423,no
DevlabAU_DAU_18-toddlers,DevlabAU,DAU_18-toddlers,toddlers,boy,NA,NA,566,566,18.595482546201232,no
DevlabAU_DAU_18.2-toddlers,DevlabAU,DAU_18.2-toddlers,toddlers,boy,NA,NA,594,594,19.515400410677618,no
DevlabAU_DAU_19-toddlers,DevlabAU,DAU_19-toddlers,toddlers,boy,NA,NA,562,562,18.464065708418893,no
DevlabAU_DAU_20-toddlers,DevlabAU,DAU_20-toddlers,toddlers,boy,NA,NA,589,589,19.351129363449694,no
DevlabAU_DAU_21-toddlers,DevlabAU,DAU_21-toddlers,toddlers,girl,NA,NA,568,568,18.661190965092402,no
DevlabAU_DAU_22-toddlers,DevlabAU,DAU_22-toddlers,toddlers,girl,NA,NA,563,563,18.496919917864478,no
DevlabAU_DAU_23-toddlers,DevlabAU,DAU_23-toddlers,toddlers,boy,NA,NA,585,585,19.21971252566735,no
DevlabAU_DAU_24-toddlers,DevlabAU,DAU_24-toddlers,toddlers,girl,NA,NA,598,598,19.64681724845996,no
DevlabAU_DAU_25-toddlers,DevlabAU,DAU_25-toddlers,toddlers,girl,NA,NA,593,593,19.482546201232033,no
DevlabAU_DAU_26-toddlers,DevlabAU,DAU_26-toddlers,toddlers,girl,NA,NA,574,574,18.85831622176591,no
DevlabAU_DAU_27-toddlers,DevlabAU,DAU_27-toddlers,toddlers,girl,NA,NA,574,574,18.85831622176591,no
DevlabAU_DAU_28-toddlers,DevlabAU,DAU_28-toddlers,toddlers,boy,NA,NA,572,572,18.79260780287474,no
DevlabAU_DAU_29-toddlers,DevlabAU,DAU_29-toddlers,toddlers,boy,NA,NA,574,574,18.85831622176591,no
DevlabAU_DAU_30-toddlers,DevlabAU,DAU_30-toddlers,toddlers,girl,NA,NA,566,566,18.595482546201232,no
DevlabAU_DAU_31-toddlers,DevlabAU,DAU_31-toddlers,toddlers,boy,NA,NA,567,567,18.628336755646817,no
DevlabAU_DAU_32-toddlers,DevlabAU,DAU_32-toddlers,toddlers,boy,NA,NA,590,590,19.38398357289528,no
gaugGöttingen_GAUG_103-adults,gaugGöttingen,GAUG_103-adults,adults,woman,22,22,NA,NA,NA,no
gaugGöttingen_GAUG_104-adults,gaugGöttingen,GAUG_104-adults,adults,woman,29,29,NA,NA,NA,no
gaugGöttingen_GAUG_105-adults,gaugGöttingen,GAUG_105-adults,adults,man,26,26,NA,NA,NA,no
gaugGöttingen_GAUG_106-adults,gaugGöttingen,GAUG_106-adults,adults,woman,23,23,NA,NA,NA,no
gaugGöttingen_GAUG_107-adults,gaugGöttingen,GAUG_107-adults,adults,woman,45,45,NA,NA,NA,no
gaugGöttingen_GAUG_108-adults,gaugGöttingen,GAUG_108-adults,adults,woman,23,23,NA,NA,NA,no
gaugGöttingen_GAUG_109-adults,gaugGöttingen,GAUG_109-adults,adults,woman,23,23,NA,NA,NA,no
gaugGöttingen_GAUG_110-adults,gaugGöttingen,GAUG_110-adults,adults,man,25,25,NA,NA,NA,no
gaugGöttingen_GAUG_111-adults,gaugGöttingen,GAUG_111-adults,adults,man,24,24,NA,NA,NA,no
gaugGöttingen_GAUG_112-adults,gaugGöttingen,GAUG_112-adults,adults,man,23,23,NA,NA,NA,no
gaugGöttingen_GAUG_113-adults,gaugGöttingen,GAUG_113-adults,adults,man,18,18,NA,NA,NA,no
gaugGöttingen_GAUG_114-adults,gaugGöttingen,GAUG_114-adults,adults,man,24,24,NA,NA,NA,no
gaugGöttingen_GAUG_115-adults,gaugGöttingen,GAUG_115-adults,adults,woman,26,26,NA,NA,NA,no
gaugGöttingen_GAUG_116-adults,gaugGöttingen,GAUG_116-adults,adults,woman,29,29,NA,NA,NA,no
gaugGöttingen_GAUG_117-adults,gaugGöttingen,GAUG_117-adults,adults,woman,23,23,NA,NA,NA,no
gaugGöttingen_GAUG_118-adults,gaugGöttingen,GAUG_118-adults,adults,woman,56,56,NA,NA,NA,yes
gaugGöttingen_GAUG_119-adults,gaugGöttingen,GAUG_119-adults,adults,man,52,52,NA,NA,NA,no
gaugGöttingen_GAUG_120-adults,gaugGöttingen,GAUG_120-adults,adults,woman,61,61,NA,NA,NA,yes
gaugGöttingen_GAUG_121-adults,gaugGöttingen,GAUG_121-adults,adults,man,25,25,NA,NA,NA,no
gaugGöttingen_GAUG_122-adults,gaugGöttingen,GAUG_122-adults,adults,woman,28,28,NA,NA,NA,no
gaugGöttingen_GAUG_123-adults,gaugGöttingen,GAUG_123-adults,adults,woman,19,19,NA,NA,NA,no
gaugGöttingen_GAUG_125-adults,gaugGöttingen,GAUG_125-adults,adults,woman,54,54,NA,NA,NA,no
gaugGöttingen_GAUG_126-adults,gaugGöttingen,GAUG_126-adults,adults,man,65,65,NA,NA,NA,yes
gaugGöttingen_GAUG_127-adults,gaugGöttingen,GAUG_127-adults,adults,man,52,52,NA,NA,NA,no
gaugGöttingen_GAUG_128-adults,gaugGöttingen,GAUG_128-adults,adults,woman,17,17,NA,NA,NA,yes
gaugGöttingen_GAUG_129-adults,gaugGöttingen,GAUG_129-adults,adults,woman,50,50,NA,NA,NA,no
gaugGöttingen_GAUG_131-adults,gaugGöttingen,GAUG_131-adults,adults,woman,30,30,NA,NA,NA,no
gaugGöttingen_GAUG_132-adults,gaugGöttingen,GAUG_132-adults,adults,woman,21,21,NA,NA,NA,no
gaugGöttingen_GAUG_133-adults,gaugGöttingen,GAUG_133-adults,adults,man,54,54,NA,NA,NA,no
gaugGöttingen_GAUG_134-adults,gaugGöttingen,GAUG_134-adults,adults,woman,52,52,NA,NA,NA,no
gaugGöttingen_GAUG_135-adults,gaugGöttingen,GAUG_135-adults,adults,woman,43,43,NA,NA,NA,no
gaugGöttingen_GAUG_136-adults,gaugGöttingen,GAUG_136-adults,adults,woman,25,25,NA,NA,NA,no
gaugGöttingen_GAUG_021-toddlers,gaugGöttingen,GAUG_021-toddlers,toddlers,boy,NA,NA,660,660,21.68377823408624,no
gaugGöttingen_GAUG_023-toddlers,gaugGöttingen,GAUG_023-toddlers,toddlers,boy,NA,NA,721,721,23.687885010266942,no
gaugGöttingen_GAUG_024-toddlers,gaugGöttingen,GAUG_024-toddlers,toddlers,boy,NA,NA,675,675,22.176591375770023,no
gaugGöttingen_GAUG_025-toddlers,gaugGöttingen,GAUG_025-toddlers,toddlers,girl,NA,NA,765,765,25.133470225872692,no
gaugGöttingen_GAUG_027-toddlers,gaugGöttingen,GAUG_027-toddlers,toddlers,boy,NA,NA,679,679,22.308008213552363,no
gaugGöttingen_GAUG_028-toddlers,gaugGöttingen,GAUG_028-toddlers,toddlers,girl,NA,NA,679,679,22.308008213552363,no
gaugGöttingen_GAUG_029-toddlers,gaugGöttingen,GAUG_029-toddlers,toddlers,girl,NA,NA,670,670,22.012320328542096,no
gaugGöttingen_GAUG_030-toddlers,gaugGöttingen,GAUG_030-toddlers,toddlers,girl,NA,NA,722,722,23.720739219712527,no
gaugGöttingen_GAUG_031-toddlers,gaugGöttingen,GAUG_031-toddlers,toddlers,girl,NA,NA,785,785,25.790554414784395,no
gaugGöttingen_GAUG_032-toddlers,gaugGöttingen,GAUG_032-toddlers,toddlers,boy,NA,NA,745,745,24.476386036960985,no
gaugGöttingen_GAUG_033-toddlers,gaugGöttingen,GAUG_033-toddlers,toddlers,boy,NA,NA,619,619,20.33675564681725,no
gaugGöttingen_GAUG_034-toddlers,gaugGöttingen,GAUG_034-toddlers,toddlers,boy,NA,NA,660,660,21.68377823408624,no
gaugGöttingen_GAUG_035-toddlers,gaugGöttingen,GAUG_035-toddlers,toddlers,girl,NA,NA,637,637,20.928131416837783,no
gaugGöttingen_GAUG_036-toddlers,gaugGöttingen,GAUG_036-toddlers,toddlers,boy,NA,NA,635,635,20.862422997946613,no
gaugGöttingen_GAUG_037-toddlers,gaugGöttingen,GAUG_037-toddlers,toddlers,girl,NA,NA,635,635,20.862422997946613,no
gaugGöttingen_GAUG_039-toddlers,gaugGöttingen,GAUG_039-toddlers,toddlers,boy,NA,NA,765,765,25.133470225872692,no
gaugGöttingen_GAUG_040-toddlers,gaugGöttingen,GAUG_040-toddlers,toddlers,girl,NA,NA,763,763,25.067761806981515,no
gaugGöttingen_GAUG_041-toddlers,gaugGöttingen,GAUG_041-toddlers,toddlers,girl,NA,NA,620,620,20.369609856262834,no
gaugGöttingen_GAUG_042-toddlers,gaugGöttingen,GAUG_042-toddlers,toddlers,boy,NA,NA,684,684,22.472279260780287,no
gaugGöttingen_GAUG_043-toddlers,gaugGöttingen,GAUG_043-toddlers,toddlers,girl,NA,NA,569,569,18.69404517453799,no
