aoi_region_id,l_x_max,l_x_min,l_y_max,l_y_min,r_x_max,r_x_min,r_y_max,r_y_min,w_x_max,w_x_min,w_y_max,w_y_min,lb_x_max,lb_x_min,lb_y_max,lb_y_min,rb_x_max,rb_x_min,rb_y_max,rb_y_min,lbig_x_max,lbig_x_min,lbig_y_max,lbig_y_min,rbig_x_max,rbig_x_min,rbig_y_max,rbig_y_min
0,812.5,581.5,850.5,593.5,1338.5,1107.5,850.5,593.5,1030,890,540,399.375,636,396,918,648,1284,1524,918,648,885,360,990,596.25,1560,1035,990,596.25
