age,sex,lab_subject_id,subject_id,error,dataset_id
560,male,lmu_child02,0,FALSE,4
787,female,lmu_child01,1,FALSE,4
775,female,lmu_child05,2,FALSE,4
775,female,lmu_child06,3,FALSE,4
741,male,lmu_child03,4,FALSE,4
775,female,lmu_child04,5,FALSE,4
615,female,lmu_child10,6,FALSE,4
671,female,lmu_child07,7,FALSE,4
593,male,lmu_child13,8,FALSE,4
627,male,lmu_child08,9,FALSE,4
742,female,lmu_child09,10,FALSE,4
690,female,lmu_child11,11,FALSE,4
690,male,lmu_child12,12,FALSE,4
